"ID"	"adm_1_name"	"adm_2_name"	"full_name"	"FAO_GAUL_code"	"adm2_std"	"adm1_std"	"ADM2_PCODE"
827	"TOLIMA"	"ANZOATEGUI"	"COLOMBIA, TOLIMA, ANZOATEGUI"	14321	"anzoategui"	"tolima"	"CO73043"
828	"CALDAS"	"SALAMINA"	"COLOMBIA, CALDAS, SALAMINA"	13679	"salamina"	"caldas"	"CO17653"
829	"QUINDIO"	"PIJAO"	"COLOMBIA, QUINDIO, PIJAO"	14186	"pijao"	"quindio"	"CO63548"
830	"CORDOBA"	"TUCHIN"	"COLOMBIA, CORDOBA, TUCHIN"	13828	"tuchin"	"cordoba"	"CO23815"
831	"CUNDINAMARCA"	"TENJO"	"COLOMBIA, CUNDINAMARCA, TENJO"	13930	"tenjo"	"cundinamarca"	"CO25799"
832	"ANTIOQUIA"	"URAMITA"	"COLOMBIA, ANTIOQUIA, URAMITA"	13455	"uramita"	"antioquia"	"CO05842"
833	"CAUCA"	"EL TAMBO"	"COLOMBIA, CAUCA, EL TAMBO"	13728	"el tambo"	"cauca"	"CO19256"
834	"NARINO"	"CORDOBA"	"COLOMBIA, NARINO, CORDOBA"	14071	"cordoba"	"narino"	"CO52215"
835	"CUNDINAMARCA"	"GACHETA"	"COLOMBIA, CUNDINAMARCA, GACHETA"	13869	"gacheta"	"cundinamarca"	"CO25297"
836	"SANTANDER"	"GUACA"	"COLOMBIA, SANTANDER, GUACA"	14242	"guaca"	"santander"	"CO68318"
837	"CAUCA"	"TORIBIO"	"COLOMBIA, CAUCA, TORIBIO"	13758	"toribio"	"cauca"	"CO19821"
838	"CAUCA"	"LOPEZ (MICAY)"	"COLOMBIA, CAUCA, LOPEZ (MICAY)"	13737	"lopez (micay)"	"cauca"	"CO19418"
839	"ANTIOQUIA"	"ITUANGO"	"COLOMBIA, ANTIOQUIA, ITUANGO"	13399	"ituango"	"antioquia"	"CO05361"
840	"QUINDIO"	"GENOVA"	"COLOMBIA, QUINDIO, GENOVA"	14183	"genova"	"quindio"	"CO63302"
841	"BOLIVAR"	"ARROYOHONDO"	"COLOMBIA, BOLIVAR, ARROYOHONDO"	13501	"arroyohondo"	"bolivar"	"CO13062"
842	"TOLIMA"	"SANTA ISABEL"	"COLOMBIA, TOLIMA, SANTA ISABEL"	14358	"santa isabel"	"tolima"	"CO73686"
843	"CALDAS"	"SAN JOSE"	"COLOMBIA, CALDAS, SAN JOSE"	13678	"san jose"	"caldas"	"CO17665"
844	"BOYACA"	"TENZA"	"COLOMBIA, BOYACA, TENZA"	13640	"tenza"	"boyaca"	"CO15798"
845	"MAGDALENA"	"TENERIFE"	"COLOMBIA, MAGDALENA, TENERIFE"	14030	"tenerife"	"magdalena"	"CO47798"
846	"CAUCA"	"JAMBALO"	"COLOMBIA, CAUCA, JAMBALO"	13734	"jambalo"	"cauca"	"CO19364"
847	"ANTIOQUIA"	"EBEJICO"	"COLOMBIA, ANTIOQUIA, EBEJICO"	13383	"ebejico"	"antioquia"	"CO05240"
848	"CAUCA"	"BUENOS AIRES"	"COLOMBIA, CAUCA, BUENOS AIRES"	13723	"buenos aires"	"cauca"	"CO19110"
849	"CUNDINAMARCA"	"NARINO"	"COLOMBIA, CUNDINAMARCA, NARINO"	13893	"narino"	"cundinamarca"	"CO25483"
851	"BOYACA"	"CAMPOHERMOSO"	"COLOMBIA, BOYACA, CAMPOHERMOSO"	13548	"campohermoso"	"boyaca"	"CO15135"
852	"ANTIOQUIA"	"URRAO"	"COLOMBIA, ANTIOQUIA, URRAO"	13456	"urrao"	"antioquia"	"CO05847"
853	"BOYACA"	"SORA"	"COLOMBIA, BOYACA, SORA"	13633	"sora"	"boyaca"	"CO15762"
854	"CUNDINAMARCA"	"GACHALA"	"COLOMBIA, CUNDINAMARCA, GACHALA"	13867	"gachala"	"cundinamarca"	"CO25293"
855	"NORTE SANTANDER"	"HERRAN"	"COLOMBIA, NORTE SANTANDER, HERRAN"	14142	"herran"	"norte santander"	"CO54347"
856	"CHOCO"	"ALTO BAUDO (PIE DE PATO)"	"COLOMBIA, CHOCO, ALTO BAUDO (PIE DE PATO)"	13784	"alto baudo (pie de pato)"	"choco"	"CO27025"
857	"CUNDINAMARCA"	"GUASCA"	"COLOMBIA, CUNDINAMARCA, GUASCA"	13874	"guasca"	"cundinamarca"	"CO25322"
860	"CUNDINAMARCA"	"GUACHETA"	"COLOMBIA, CUNDINAMARCA, GUACHETA"	13872	"guacheta"	"cundinamarca"	"CO25317"
861	"CUNDINAMARCA"	"SAN FRANCISCO"	"COLOMBIA, CUNDINAMARCA, SAN FRANCISCO"	13912	"san francisco"	"cundinamarca"	"CO25658"
862	"NARINO"	"LINARES"	"COLOMBIA, NARINO, LINARES"	14094	"linares"	"narino"	"CO52411"
863	"ANTIOQUIA"	"HISPANIA"	"COLOMBIA, ANTIOQUIA, HISPANIA"	13397	"hispania"	"antioquia"	"CO05353"
864	"BOYACA"	"CUCAITA"	"COLOMBIA, BOYACA, CUCAITA"	13564	"cucaita"	"boyaca"	"CO15224"
865	"BOYACA"	"SOCHA"	"COLOMBIA, BOYACA, SOCHA"	13629	"socha"	"boyaca"	"CO15757"
866	"BOYACA"	"TIPACOQUE"	"COLOMBIA, BOYACA, TIPACOQUE"	13644	"tipacoque"	"boyaca"	"CO15810"
867	"CALDAS"	"LA MERCED"	"COLOMBIA, CALDAS, LA MERCED"	13667	"la merced"	"caldas"	"CO17388"
868	"CALDAS"	"PACORA"	"COLOMBIA, CALDAS, PACORA"	13674	"pacora"	"caldas"	"CO17513"
869	"CHOCO"	"LLORO"	"COLOMBIA, CHOCO, LLORO"	13799	"lloro"	"choco"	"CO27413"
871	"TOLIMA"	"HERVEO"	"COLOMBIA, TOLIMA, HERVEO"	14337	"herveo"	"tolima"	"CO73347"
872	"ANTIOQUIA"	"ABRIAQUI"	"COLOMBIA, ANTIOQUIA, ABRIAQUI"	13342	"abriaqui"	"antioquia"	"CO05004"
873	"ANTIOQUIA"	"CONCEPCION"	"COLOMBIA, ANTIOQUIA, CONCEPCION"	13378	"concepcion"	"antioquia"	"CO05206"
874	"CAUCA"	"CAJIBIO"	"COLOMBIA, CAUCA, CAJIBIO"	13724	"cajibio"	"cauca"	"CO19130"
875	"CUNDINAMARCA"	"CHAGUANI"	"COLOMBIA, CUNDINAMARCA, CHAGUANI"	13851	"chaguani"	"cundinamarca"	"CO25168"
876	"CUNDINAMARCA"	"UBALA"	"COLOMBIA, CUNDINAMARCA, UBALA"	13936	"ubala"	"cundinamarca"	"CO25839"
877	"NARINO"	"MOSQUERA"	"COLOMBIA, NARINO, MOSQUERA"	14098	"mosquera"	"narino"	"CO52473"
878	"VALLE"	"EL AGUILA"	"COLOMBIA, VALLE, EL AGUILA"	14379	"el aguila"	"valle"	"CO76243"
879	"ANTIOQUIA"	"SANTA BARBARA"	"COLOMBIA, ANTIOQUIA, SANTA BARBARA"	13441	"santa barbara"	"antioquia"	"CO05679"
881	"CHOCO"	"CANTON DE SAN PABLO (MANAGRU)"	"COLOMBIA, CHOCO, CANTON DE SAN PABLO (MANAGRU)"	13791	"canton de san pablo (managru)"	"choco"	"CO27135"
882	"CUNDINAMARCA"	"CHOACHI"	"COLOMBIA, CUNDINAMARCA, CHOACHI"	13854	"choachi"	"cundinamarca"	"CO25181"
884	"CALDAS"	"NEIRA"	"COLOMBIA, CALDAS, NEIRA"	13673	"neira"	"caldas"	"CO17486"
885	"NARINO"	"YACUANQUER"	"COLOMBIA, NARINO, YACUANQUER"	14124	"yacuanquer"	"narino"	"CO52885"
886	"ANTIOQUIA"	"BETANIA"	"COLOMBIA, ANTIOQUIA, BETANIA"	13359	"betania"	"antioquia"	"CO05091"
887	"ANTIOQUIA"	"PEQUE"	"COLOMBIA, ANTIOQUIA, PEQUE"	13418	"peque"	"antioquia"	"CO05543"
888	"BOYACA"	"COVARACHIA"	"COLOMBIA, BOYACA, COVARACHIA"	13562	"covarachia"	"boyaca"	"CO15218"
889	"BOYACA"	"TOPAGA"	"COLOMBIA, BOYACA, TOPAGA"	13647	"topaga"	"boyaca"	"CO15820"
890	"CAUCA"	"TIMBIO"	"COLOMBIA, CAUCA, TIMBIO"	13755	"timbio"	"cauca"	"CO19807"
891	"CHOCO"	"RIO IRO"	"COLOMBIA, CHOCO, RIO IRO"	13792	"rio iro"	"choco"	"CO27580"
892	"ANTIOQUIA"	"TITIRIBI"	"COLOMBIA, ANTIOQUIA, TITIRIBI"	13451	"titiribi"	"antioquia"	"CO05809"
893	"ANTIOQUIA"	"SAN JOSE DE LA MONTANA"	"COLOMBIA, ANTIOQUIA, SAN JOSE DE LA MONTANA"	13433	"san jose de la montana"	"antioquia"	"CO05658"
894	"BOYACA"	"SOMONDOCO"	"COLOMBIA, BOYACA, SOMONDOCO"	13632	"somondoco"	"boyaca"	"CO15761"
895	"CUNDINAMARCA"	"EL PENON"	"COLOMBIA, CUNDINAMARCA, EL PENON"	13860	"el penon"	"cundinamarca"	"CO25258"
896	"ANTIOQUIA"	"ARGELIA"	"COLOMBIA, ANTIOQUIA, ARGELIA"	13354	"argelia"	"antioquia"	"CO05055"
897	"ANTIOQUIA"	"SANTA ROSA DE OSOS"	"COLOMBIA, ANTIOQUIA, SANTA ROSA DE OSOS"	13442	"santa rosa de osos"	"antioquia"	"CO05686"
898	"BOYACA"	"SABOYA"	"COLOMBIA, BOYACA, SABOYA"	13612	"saboya"	"boyaca"	"CO15632"
899	"BOYACA"	"VENTAQUEMADA"	"COLOMBIA, BOYACA, VENTAQUEMADA"	13655	"ventaquemada"	"boyaca"	"CO15861"
900	"CHOCO"	"BAJO BAUDO (PIZARRO)"	"COLOMBIA, CHOCO, BAJO BAUDO (PIZARRO)"	13789	"bajo baudo (pizarro)"	"choco"	"CO27077"
901	"CUNDINAMARCA"	"TIBACUY"	"COLOMBIA, CUNDINAMARCA, TIBACUY"	13931	"tibacuy"	"cundinamarca"	"CO25805"
902	"NARINO"	"TANGUA"	"COLOMBIA, NARINO, TANGUA"	14120	"tangua"	"narino"	"CO52788"
903	"CUNDINAMARCA"	"BOJACA"	"COLOMBIA, CUNDINAMARCA, BOJACA"	13844	"bojaca"	"cundinamarca"	"CO25099"
904	"CUNDINAMARCA"	"SUBACHOQUE"	"COLOMBIA, CUNDINAMARCA, SUBACHOQUE"	13922	"subachoque"	"cundinamarca"	"CO25769"
905	"BOYACA"	"MONGUI"	"COLOMBIA, BOYACA, MONGUI"	13589	"mongui"	"boyaca"	"CO15466"
906	"CUNDINAMARCA"	"UNE"	"COLOMBIA, CUNDINAMARCA, UNE"	13939	"une"	"cundinamarca"	"CO25845"
907	"NARINO"	"SAN BERNARDO"	"COLOMBIA, NARINO, SAN BERNARDO"	14111	"san bernardo"	"narino"	"CO52685"
908	"CAUCA"	"GUACHENE"	"COLOMBIA, CAUCA, GUACHENE"	13726	"guachene"	"cauca"	"CO19300"
909	"CHOCO"	"JURADO"	"COLOMBIA, CHOCO, JURADO"	13795	"jurado"	"choco"	"CO27372"
910	"BOYACA"	"LA UVITA"	"COLOMBIA, BOYACA, LA UVITA"	13582	"la uvita"	"boyaca"	"CO15403"
911	"CESAR"	"TAMALAMEQUE"	"COLOMBIA, CESAR, TAMALAMEQUE"	13781	"tamalameque"	"cesar"	"CO20787"
912	"CUNDINAMARCA"	"SUPATA"	"COLOMBIA, CUNDINAMARCA, SUPATA"	13924	"supata"	"cundinamarca"	"CO25777"
913	"BOYACA"	"SAN PABLO DE BORBUR"	"COLOMBIA, BOYACA, SAN PABLO DE BORBUR"	13620	"san pablo de borbur"	"boyaca"	"CO15681"
914	"BOYACA"	"GUAYATA"	"COLOMBIA, BOYACA, GUAYATA"	13576	"guayata"	"boyaca"	"CO15325"
915	"CUNDINAMARCA"	"SAN BERNARDO"	"COLOMBIA, CUNDINAMARCA, SAN BERNARDO"	13910	"san bernardo"	"cundinamarca"	"CO25649"
916	"BOYACA"	"SANTA SOFIA"	"COLOMBIA, BOYACA, SANTA SOFIA"	13622	"santa sofia"	"boyaca"	"CO15696"
917	"NARINO"	"CUMBAL"	"COLOMBIA, NARINO, CUMBAL"	14073	"cumbal"	"narino"	"CO52227"
918	"ANTIOQUIA"	"ALEJANDRIA"	"COLOMBIA, ANTIOQUIA, ALEJANDRIA"	13343	"alejandria"	"antioquia"	"CO05021"
919	"CHOCO"	"EL CARMEN DE ATRATO"	"COLOMBIA, CHOCO, EL CARMEN DE ATRATO"	13793	"el carmen de atrato"	"choco"	"CO27245"
920	"CUNDINAMARCA"	"CABRERA"	"COLOMBIA, CUNDINAMARCA, CABRERA"	13845	"cabrera"	"cundinamarca"	"CO25120"
921	"BOYACA"	"NOBSA"	"COLOMBIA, BOYACA, NOBSA"	13593	"nobsa"	"boyaca"	"CO15491"
922	"ANTIOQUIA"	"ANGOSTURA"	"COLOMBIA, ANTIOQUIA, ANGOSTURA"	13348	"angostura"	"antioquia"	"CO05038"
923	"SANTANDER"	"MACARAVITA"	"COLOMBIA, SANTANDER, MACARAVITA"	14255	"macaravita"	"santander"	"CO68425"
924	"BOLIVAR"	"NOROSI"	"COLOMBIA, BOLIVAR, NOROSI"	13516	"norosi"	"bolivar"	"CO13490"
925	"CUNDINAMARCA"	"JUNIN"	"COLOMBIA, CUNDINAMARCA, JUNIN"	13881	"junin"	"cundinamarca"	"CO25372"
926	"NARINO"	"SAN PABLO"	"COLOMBIA, NARINO, SAN PABLO"	14113	"san pablo"	"narino"	"CO52693"
927	"CHOCO"	"CERTEGUI"	"COLOMBIA, CHOCO, CERTEGUI"	13806	"certegui"	"choco"	"CO27160"
928	"CUNDINAMARCA"	"VILLAPINZON"	"COLOMBIA, CUNDINAMARCA, VILLAPINZON"	13945	"villapinzon"	"cundinamarca"	"CO25873"
929	"BOYACA"	"TUNUNGUA"	"COLOMBIA, BOYACA, TUNUNGUA"	13650	"tunungua"	"boyaca"	"CO15832"
930	"ANTIOQUIA"	"CAICEDO"	"COLOMBIA, ANTIOQUIA, CAICEDO"	13365	"caicedo"	"antioquia"	"CO05125"
931	"ANTIOQUIA"	"ANGELOPOLIS"	"COLOMBIA, ANTIOQUIA, ANGELOPOLIS"	13347	"angelopolis"	"antioquia"	"CO05036"
932	"ANTIOQUIA"	"DON MATIAS"	"COLOMBIA, ANTIOQUIA, DON MATIAS"	13382	"don matias"	"antioquia"	"CO05237"
933	"SANTANDER"	"CHIPATA"	"COLOMBIA, SANTANDER, CHIPATA"	14224	"chipata"	"santander"	"CO68179"
934	"BOYACA"	"CHINAVITA"	"COLOMBIA, BOYACA, CHINAVITA"	13550	"chinavita"	"boyaca"	"CO15172"
935	"BOYACA"	"CHIVOR"	"COLOMBIA, BOYACA, CHIVOR"	13557	"chivor"	"boyaca"	"CO15236"
936	"ANTIOQUIA"	"CAMPAMENTO"	"COLOMBIA, ANTIOQUIA, CAMPAMENTO"	13367	"campamento"	"antioquia"	"CO05134"
937	"BOYACA"	"CHITA"	"COLOMBIA, BOYACA, CHITA"	13554	"chita"	"boyaca"	"CO15183"
938	"BOYACA"	"EL ESPINO"	"COLOMBIA, BOYACA, EL ESPINO"	13568	"el espino"	"boyaca"	"CO15248"
939	"BOYACA"	"ZETAQUIRA"	"COLOMBIA, BOYACA, ZETAQUIRA"	13658	"zetaquira"	"boyaca"	"CO15897"
940	"NARINO"	"LA CRUZ"	"COLOMBIA, NARINO, LA CRUZ"	14088	"la cruz"	"narino"	"CO52378"
941	"CUNDINAMARCA"	"GACHANCIPA"	"COLOMBIA, CUNDINAMARCA, GACHANCIPA"	13868	"gachancipa"	"cundinamarca"	"CO25295"
942	"ANTIOQUIA"	"GOMEZ PLATA"	"COLOMBIA, ANTIOQUIA, GOMEZ PLATA"	13391	"gomez plata"	"antioquia"	"CO05310"
943	"CUNDINAMARCA"	"FUQUENE"	"COLOMBIA, CUNDINAMARCA, FUQUENE"	13865	"fuquene"	"cundinamarca"	"CO25288"
944	"BOYACA"	"MACANAL"	"COLOMBIA, BOYACA, MACANAL"	13585	"macanal"	"boyaca"	"CO15425"
945	"CUNDINAMARCA"	"FOMEQUE"	"COLOMBIA, CUNDINAMARCA, FOMEQUE"	13862	"fomeque"	"cundinamarca"	"CO25279"
946	"CUNDINAMARCA"	"GUTIERREZ"	"COLOMBIA, CUNDINAMARCA, GUTIERREZ"	13879	"gutierrez"	"cundinamarca"	"CO25339"
947	"TOLIMA"	"MURILLO"	"COLOMBIA, TOLIMA, MURILLO"	14345	"murillo"	"tolima"	"CO73461"
948	"BOYACA"	"LABRANZAGRANDE"	"COLOMBIA, BOYACA, LABRANZAGRANDE"	13584	"labranzagrande"	"boyaca"	"CO15377"
949	"BOYACA"	"LA CAPILLA"	"COLOMBIA, BOYACA, LA CAPILLA"	13581	"la capilla"	"boyaca"	"CO15380"
950	"ANTIOQUIA"	"PUEBLORRICO"	"COLOMBIA, ANTIOQUIA, PUEBLORRICO"	13420	"pueblorrico"	"antioquia"	"CO05576"
951	"CHOCO"	"LITORAL DEL BAJO SAN JUAN"	"COLOMBIA, CHOCO, LITORAL DEL BAJO SAN JUAN"	13797	"litoral del bajo san juan"	"choco"	"CO27250"
952	"ANTIOQUIA"	"OLAYA"	"COLOMBIA, ANTIOQUIA, OLAYA"	13416	"olaya"	"antioquia"	"CO05501"
953	"BOYACA"	"PACHAVITA"	"COLOMBIA, BOYACA, PACHAVITA"	13597	"pachavita"	"boyaca"	"CO15511"
954	"NARINO"	"EL TAMBO"	"COLOMBIA, NARINO, EL TAMBO"	14079	"el tambo"	"narino"	"CO52260"
955	"ANTIOQUIA"	"GUATAPE"	"COLOMBIA, ANTIOQUIA, GUATAPE"	13395	"guatape"	"antioquia"	"CO05321"
957	"CUNDINAMARCA"	"UBAQUE"	"COLOMBIA, CUNDINAMARCA, UBAQUE"	13937	"ubaque"	"cundinamarca"	"CO25841"
958	"VAUPES"	"CARURU"	"COLOMBIA, VAUPES, CARURU"	14408	"caruru"	"vaupes"	"CO97161"
959	"ANTIOQUIA"	"BURITICA"	"COLOMBIA, ANTIOQUIA, BURITICA"	13363	"buritica"	"antioquia"	"CO05113"
960	"CUNDINAMARCA"	"TOPAIPI"	"COLOMBIA, CUNDINAMARCA, TOPAIPI"	13935	"topaipi"	"cundinamarca"	"CO25823"
961	"META"	"PUERTO RICO"	"COLOMBIA, META, PUERTO RICO"	14052	"puerto rico"	"meta"	"CO50590"
962	"BOYACA"	"BOAVITA"	"COLOMBIA, BOYACA, BOAVITA"	13542	"boavita"	"boyaca"	"CO15097"
963	"PUTUMAYO"	"SIBUNDOY"	"COLOMBIA, PUTUMAYO, SIBUNDOY"	14174	"sibundoy"	"putumayo"	"CO86749"
964	"CHOCO"	"CARMEN DEL DARIEN"	"COLOMBIA, CHOCO, CARMEN DEL DARIEN"	13803	"carmen del darien"	"choco"	"CO27150"
966	"NARINO"	"OLAYA HERRERA(BOCAS DE SATINGA"	"COLOMBIA, NARINO, OLAYA HERRERA(BOCAS DE SATINGA"	14100	"olaya herrera(bocas de satinga"	"narino"	"CO52490"
968	"CUNDINAMARCA"	"PAIME"	"COLOMBIA, CUNDINAMARCA, PAIME"	13899	"paime"	"cundinamarca"	"CO25518"
969	"NARINO"	"BUESACO"	"COLOMBIA, NARINO, BUESACO"	14066	"buesaco"	"narino"	"CO52110"
970	"CUNDINAMARCA"	"NEMOCON"	"COLOMBIA, CUNDINAMARCA, NEMOCON"	13894	"nemocon"	"cundinamarca"	"CO25486"
971	"ANTIOQUIA"	"CAROLINA"	"COLOMBIA, ANTIOQUIA, CAROLINA"	13373	"carolina"	"antioquia"	"CO05150"
972	"AMAZONAS"	"PUERTO ARICA"	"COLOMBIA, AMAZONAS, PUERTO ARICA"	13340	"puerto arica"	"amazonas"	"CO91536"
973	"CAQUETA"	"MORELIA"	"COLOMBIA, CAQUETA, MORELIA"	13694	"morelia"	"caqueta"	"CO18479"
974	"AMAZONAS"	"PUERTO NARINO"	"COLOMBIA, AMAZONAS, PUERTO NARINO"	13338	"puerto narino"	"amazonas"	"CO91540"
975	"CAUCA"	"PURACE"	"COLOMBIA, CAUCA, PURACE"	13747	"purace"	"cauca"	"CO19585"
977	"VAUPES"	"YAVARATE"	"COLOMBIA, VAUPES, YAVARATE"	14413	"yavarate"	"vaupes"	"CO97889"
978	"ANTIOQUIA"	"CALDAS"	"COLOMBIA, ANTIOQUIA, CALDAS"	13366	"caldas"	"antioquia"	"CO05129"
980	"CAUCA"	"SANTA ROSA"	"COLOMBIA, CAUCA, SANTA ROSA"	13750	"santa rosa"	"cauca"	"CO19701"
981	"ANTIOQUIA"	"GUADALUPE"	"COLOMBIA, ANTIOQUIA, GUADALUPE"	13393	"guadalupe"	"antioquia"	"CO05315"
982	"CESAR"	"SAN MARTIN"	"COLOMBIA, CESAR, SAN MARTIN"	13780	"san martin"	"cesar"	"CO20770"
983	"CAUCA"	"BOLIVAR"	"COLOMBIA, CAUCA, BOLIVAR"	13722	"bolivar"	"cauca"	"CO19100"
984	"BOYACA"	"SANTA MARIA"	"COLOMBIA, BOYACA, SANTA MARIA"	13623	"santa maria"	"boyaca"	"CO15690"
986	"CASANARE"	"LA SALINA"	"COLOMBIA, CASANARE, LA SALINA"	13703	"la salina"	"casanare"	"CO85136"
987	"CUNDINAMARCA"	"TAUSA"	"COLOMBIA, CUNDINAMARCA, TAUSA"	13928	"tausa"	"cundinamarca"	"CO25793"
988	"SANTANDER"	"SAN ANDRES"	"COLOMBIA, SANTANDER, SAN ANDRES"	14273	"san andres"	"santander"	"CO68669"
989	"CAUCA"	"PAEZ"	"COLOMBIA, CAUCA, PAEZ"	13742	"paez"	"cauca"	"CO19517"
990	"ANTIOQUIA"	"PENOL"	"COLOMBIA, ANTIOQUIA, PENOL"	13417	"penol"	"antioquia"	"CO05541"
991	"NARINO"	"CHACHAGUI"	"COLOMBIA, NARINO, CHACHAGUI"	14067	"chachagui"	"narino"	"CO52240"
992	"ANTIOQUIA"	"BRICENO"	"COLOMBIA, ANTIOQUIA, BRICENO"	13362	"briceno"	"antioquia"	"CO05107"
993	"CAUCA"	"SUAREZ"	"COLOMBIA, CAUCA, SUAREZ"	13754	"suarez"	"cauca"	"CO19780"
994	"SANTANDER"	"BOLIVAR"	"COLOMBIA, SANTANDER, BOLIVAR"	14213	"bolivar"	"santander"	"CO68101"
995	"CORDOBA"	"SAN JOSE DE URE"	"COLOMBIA, CORDOBA, SAN JOSE DE URE"	13819	"san jose de ure"	"cordoba"	"CO23682"
996	"BOLIVAR"	"CALAMAR"	"COLOMBIA, BOLIVAR, CALAMAR"	13501	"calamar"	"bolivar"	"CO13140"
997	"ANTIOQUIA"	"GIRALDO"	"COLOMBIA, ANTIOQUIA, GIRALDO"	13389	"giraldo"	"antioquia"	"CO05306"
998	"CAUCA"	"LA VEGA"	"COLOMBIA, CAUCA, LA VEGA"	13736	"la vega"	"cauca"	"CO19397"
999	"SANTANDER"	"SANTA BARBARA"	"COLOMBIA, SANTANDER, SANTA BARBARA"	14280	"santa barbara"	"santander"	"CO68705"
1000	"SANTANDER"	"JORDAN"	"COLOMBIA, SANTANDER, JORDAN"	14249	"jordan"	"santander"	"CO68370"
1001	"CAUCA"	"SUCRE"	"COLOMBIA, CAUCA, SUCRE"	13736	"sucre"	"cauca"	"CO19785"
1002	"CAUCA"	"ROSAS"	"COLOMBIA, CAUCA, ROSAS"	13748	"rosas"	"cauca"	"CO19622"
1003	"BOYACA"	"VILLA DE LEYVA"	"COLOMBIA, BOYACA, VILLA DE LEYVA"	13656	"villa de leyva"	"boyaca"	"CO15407"
1004	"SANTANDER"	"GUADALUPE"	"COLOMBIA, SANTANDER, GUADALUPE"	14243	"guadalupe"	"santander"	"CO68320"
1005	"NARINO"	"SAN LORENZO"	"COLOMBIA, NARINO, SAN LORENZO"	14112	"san lorenzo"	"narino"	"CO52687"
1007	"ANTIOQUIA"	"SAN LUIS"	"COLOMBIA, ANTIOQUIA, SAN LUIS"	13435	"san luis"	"antioquia"	"CO05660"
1008	"BOYACA"	"BERBEO"	"COLOMBIA, BOYACA, BERBEO"	13540	"berbeo"	"boyaca"	"CO15090"
1009	"ANTIOQUIA"	"SAN FRANCISCO"	"COLOMBIA, ANTIOQUIA, SAN FRANCISCO"	13431	"san francisco"	"antioquia"	"CO05652"
1010	"NARINO"	"SANDONA"	"COLOMBIA, NARINO, SANDONA"	14115	"sandona"	"narino"	"CO52683"
1011	"BOYACA"	"CIENEGA"	"COLOMBIA, BOYACA, CIENEGA"	13558	"cienega"	"boyaca"	"CO15189"
1012	"NARINO"	"LA FLORIDA"	"COLOMBIA, NARINO, LA FLORIDA"	14089	"la florida"	"narino"	"CO52381"
1013	"CUNDINAMARCA"	"SUTATAUSA"	"COLOMBIA, CUNDINAMARCA, SUTATAUSA"	13926	"sutatausa"	"cundinamarca"	"CO25781"
1014	"BOYACA"	"EL COCUY"	"COLOMBIA, BOYACA, EL COCUY"	13567	"el cocuy"	"boyaca"	"CO15244"
1015	"SANTANDER"	"FLORIAN"	"COLOMBIA, SANTANDER, FLORIAN"	14237	"florian"	"santander"	"CO68271"
1016	"BOYACA"	"SUSACON"	"COLOMBIA, BOYACA, SUSACON"	13636	"susacon"	"boyaca"	"CO15774"
1017	"BOYACA"	"BELEN"	"COLOMBIA, BOYACA, BELEN"	13539	"belen"	"boyaca"	"CO15087"
1018	"NARINO"	"CONSACA"	"COLOMBIA, NARINO, CONSACA"	14069	"consaca"	"narino"	"CO52207"
1019	"BOYACA"	"BUENAVISTA"	"COLOMBIA, BOYACA, BUENAVISTA"	13545	"buenavista"	"boyaca"	"CO15109"
1020	"NARINO"	"CUMBITARA"	"COLOMBIA, NARINO, CUMBITARA"	14074	"cumbitara"	"narino"	"CO52233"
1021	"NARINO"	"GUACHUCAL"	"COLOMBIA, NARINO, GUACHUCAL"	14082	"guachucal"	"narino"	"CO52317"
1022	"BOYACA"	"SATIVANORTE"	"COLOMBIA, BOYACA, SATIVANORTE"	13625	"sativanorte"	"boyaca"	"CO15720"
1023	"BOYACA"	"TASCO"	"COLOMBIA, BOYACA, TASCO"	13639	"tasco"	"boyaca"	"CO15790"
1024	"CAUCA"	"TOTORO"	"COLOMBIA, CAUCA, TOTORO"	13733	"totoro"	"cauca"	"CO19824"
1025	"CUNDINAMARCA"	"COGUA"	"COLOMBIA, CUNDINAMARCA, COGUA"	13856	"cogua"	"cundinamarca"	"CO25200"
1026	"BOYACA"	"CHISCAS"	"COLOMBIA, BOYACA, CHISCAS"	13553	"chiscas"	"boyaca"	"CO15180"
1027	"NARINO"	"SAPUYES"	"COLOMBIA, NARINO, SAPUYES"	14118	"sapuyes"	"narino"	"CO52720"
1028	"BOYACA"	"SOCOTA"	"COLOMBIA, BOYACA, SOCOTA"	13630	"socota"	"boyaca"	"CO15755"
1029	"BOYACA"	"RAMIRIQUI"	"COLOMBIA, BOYACA, RAMIRIQUI"	13609	"ramiriqui"	"boyaca"	"CO15599"
1030	"SANTANDER"	"ALBANIA"	"COLOMBIA, SANTANDER, ALBANIA"	14207	"albania"	"santander"	"CO68020"
1031	"NARINO"	"PUPIALES"	"COLOMBIA, NARINO, PUPIALES"	14107	"pupiales"	"narino"	"CO52585"
1032	"SANTANDER"	"JESUS MARIA"	"COLOMBIA, SANTANDER, JESUS MARIA"	14248	"jesus maria"	"santander"	"CO68368"
1034	"MAGDALENA"	"CONCORDIA"	"COLOMBIA, MAGDALENA, CONCORDIA"	14012	"concordia"	"magdalena"	"CO47205"
1035	"BOYACA"	"SUTATENZA"	"COLOMBIA, BOYACA, SUTATENZA"	13638	"sutatenza"	"boyaca"	"CO15778"
