adm_1_name	adm_2_name	full_name	FAO_GAUL_code	dengue_ID	adm2_std	adm1_std	ocha_ID
CESAR	BECERRIL	COLOMBIA, CESAR, BECERRIL	13762	379	becerril	cesar	CO20045
NARINO	NARINO	COLOMBIA, NARINO, NARINO	14102	380	narino	narino	CO52480
CORDOBA	TIERRALTA	COLOMBIA, CORDOBA, TIERRALTA	13834	381	tierralta	cordoba	CO23807
GUAJIRA	FONSECA	COLOMBIA, GUAJIRA, FONSECA	13960	382	fonseca	guajira	CO44279
GUAJIRA	SAN JUAN DEL CESAR	COLOMBIA, GUAJIRA, SAN JUAN DEL CESAR	13965	383	san juan del cesar	guajira	CO44650
ANTIOQUIA	APARTADO	COLOMBIA, ANTIOQUIA, APARTADO	13352	384	apartado	antioquia	CO05045
SANTANDER	PARAMO	COLOMBIA, SANTANDER, PARAMO	14265	387	paramo	santander	CO68533
SANTANDER	MOGOTES	COLOMBIA, SANTANDER, MOGOTES	14258	388	mogotes	santander	CO68464
ARAUCA	PUERTO RONDON	COLOMBIA, ARAUCA, PUERTO RONDON	13471	390	puerto rondon	arauca	CO81591
ATLANTICO	PALMAR DE VARELA	COLOMBIA, ATLANTICO, PALMAR DE VARELA	13483	391	palmar de varela	atlantico	CO08520
BOLIVAR	CANTAGALLO	COLOMBIA, BOLIVAR, CANTAGALLO	13502	392	cantagallo	bolivar	CO13160
CASANARE	HATO COROZAL	COLOMBIA, CASANARE, HATO COROZAL	13702	393	hato corozal	casanare	CO85125
BOLIVAR	SIMITI	COLOMBIA, BOLIVAR, SIMITI	13528	394	simiti	bolivar	CO13744
CESAR	PUEBLO BELLO	COLOMBIA, CESAR, PUEBLO BELLO	13782	395	pueblo bello	cesar	CO20570
CORDOBA	CIENAGA DE ORO	COLOMBIA, CORDOBA, CIENAGA DE ORO	13814	396	cienaga de oro	cordoba	CO23189
CUNDINAMARCA	EL COLEGIO	COLOMBIA, CUNDINAMARCA, EL COLEGIO	13859	397	el colegio	cundinamarca	CO25245
CUNDINAMARCA	TABIO	COLOMBIA, CUNDINAMARCA, TABIO	13927	398	tabio	cundinamarca	CO25785
TOLIMA	COELLO	COLOMBIA, TOLIMA, COELLO	14328	400	coello	tolima	CO73200
ANTIOQUIA	TURBO	COLOMBIA, ANTIOQUIA, TURBO	13453	401	turbo	antioquia	CO05837
CAUCA	GUAPI	COLOMBIA, CAUCA, GUAPI	13731	402	guapi	cauca	CO19318
CUNDINAMARCA	SAN JUAN DE RIO SECO	COLOMBIA, CUNDINAMARCA, SAN JUAN DE RIO SECO	13913	403	san juan de rio seco	cundinamarca	CO25662
HUILA	GIGANTE	COLOMBIA, HUILA, GIGANTE	13983	404	gigante	huila	CO41306
NORTE SANTANDER	HACARI	COLOMBIA, NORTE SANTANDER, HACARI	14141	405	hacari	norte santander	CO54344
RISARALDA	BELEN DE UMBRIA	COLOMBIA, RISARALDA, BELEN DE UMBRIA	14191	406	belen de umbria	risaralda	CO66088
NARINO	BARBACOAS	COLOMBIA, NARINO, BARBACOAS	14064	407	barbacoas	narino	CO52079
NARINO	FUNES	COLOMBIA, NARINO, FUNES	14081	408	funes	narino	CO52287
META	SAN CARLOS DE GUAROA	COLOMBIA, META, SAN CARLOS DE GUAROA	14054	410	san carlos de guaroa	meta	CO50680
HUILA	COLOMBIA	COLOMBIA, HUILA, COLOMBIA	13980	411	colombia	huila	CO41206
PUTUMAYO	PUERTO GUZMAN	COLOMBIA, PUTUMAYO, PUERTO GUZMAN	14170	412	puerto guzman	putumayo	CO86571
TOLIMA	FRESNO	COLOMBIA, TOLIMA, FRESNO	14335	413	fresno	tolima	CO73283
SANTANDER	CONFINES	COLOMBIA, SANTANDER, CONFINES	14227	414	confines	santander	CO68209
VALLE	YUMBO	COLOMBIA, VALLE, YUMBO	14406	415	yumbo	valle	CO76892
SANTANDER	MATANZA	COLOMBIA, SANTANDER, MATANZA	14257	416	matanza	santander	CO68444
TOLIMA	VALLE DE SAN JUAN	COLOMBIA, TOLIMA, VALLE DE SAN JUAN	14360	417	valle de san juan	tolima	CO73854
ANTIOQUIA	SAN PEDRO DE URABA	COLOMBIA, ANTIOQUIA, SAN PEDRO DE URABA	13437	418	san pedro de uraba	antioquia	CO05665
CALDAS	SAMANA	COLOMBIA, CALDAS, SAMANA	13680	419	samana	caldas	CO17662
CASANARE	TRINIDAD	COLOMBIA, CASANARE, TRINIDAD	13716	420	trinidad	casanare	CO85430
CUNDINAMARCA	NOCAIMA	COLOMBIA, CUNDINAMARCA, NOCAIMA	13897	421	nocaima	cundinamarca	CO25491
GUAJIRA	EL MOLINO	COLOMBIA, GUAJIRA, EL MOLINO	13959	422	el molino	guajira	CO44110
GUAVIARE	CALAMAR	COLOMBIA, GUAVIARE, CALAMAR	13969	423	calamar	guaviare	CO95015
SUCRE	SUCRE	COLOMBIA, SUCRE, SUCRE	14315	424	sucre	sucre	CO70771
RISARALDA	PUEBLO RICO	COLOMBIA, RISARALDA, PUEBLO RICO	14199	425	pueblo rico	risaralda	CO66572
SUCRE	SAN JUAN DE BETULIA	COLOMBIA, SUCRE, SAN JUAN DE BETULIA	14308	426	san juan de betulia	sucre	CO70702
NORTE SANTANDER	MUTISCUA	COLOMBIA, NORTE SANTANDER, MUTISCUA	14148	427	mutiscua	norte santander	CO54480
SANTANDER	PALMAR	COLOMBIA, SANTANDER, PALMAR	14263	429	palmar	santander	CO68522
NORTE SANTANDER	BUCARASICA	COLOMBIA, NORTE SANTANDER, BUCARASICA	14128	430	bucarasica	norte santander	CO54109
VALLE	GUACARI	COLOMBIA, VALLE, GUACARI	14385	431	guacari	valle	CO76318
VALLE	VERSALLES	COLOMBIA, VALLE, VERSALLES	14403	432	versalles	valle	CO76863
GUAINIA	LA GUADALUPE	COLOMBIA, GUAINIA, LA GUADALUPE	13954	433	la guadalupe	guainia	CO94885
CESAR	GAMARRA	COLOMBIA, CESAR, GAMARRA	13769	434	gamarra	cesar	CO20295
BOLIVAR	MAHATES	COLOMBIA, BOLIVAR, MAHATES	13511	435	mahates	bolivar	CO13433
CUNDINAMARCA	YACOPI	COLOMBIA, CUNDINAMARCA, YACOPI	13948	436	yacopi	cundinamarca	CO25885
SANTANDER	CHIMA	COLOMBIA, SANTANDER, CHIMA	14223	437	chima	santander	CO68176
CUNDINAMARCA	QUEBRADANEGRA	COLOMBIA, CUNDINAMARCA, QUEBRADANEGRA	13905	438	quebradanegra	cundinamarca	CO25592
CUNDINAMARCA	SOPO	COLOMBIA, CUNDINAMARCA, SOPO	13921	439	sopo	cundinamarca	CO25758
QUINDIO	CIRCASIA	COLOMBIA, QUINDIO, CIRCASIA	14180	440	circasia	quindio	CO63190
SANTANDER	ARATOCA	COLOMBIA, SANTANDER, ARATOCA	14208	441	aratoca	santander	CO68051
META	PUERTO CONCORDIA	COLOMBIA, META, PUERTO CONCORDIA	14048	442	puerto concordia	meta	CO50450
ATLANTICO	CAMPO DE LA CRUZ	COLOMBIA, ATLANTICO, CAMPO DE LA CRUZ	13476	443	campo de la cruz	atlantico	CO08137
NORTE SANTANDER	LA ESPERANZA	COLOMBIA, NORTE SANTANDER, LA ESPERANZA	14143	445	la esperanza	norte santander	CO54385
AMAZONAS	LA PEDRERA	COLOMBIA, AMAZONAS, LA PEDRERA	13335	446	la pedrera	amazonas	CO91407
ATLANTICO	SANTA LUCIA	COLOMBIA, ATLANTICO, SANTA LUCIA	13491	447	santa lucia	atlantico	CO08675
CUNDINAMARCA	VIOTA	COLOMBIA, CUNDINAMARCA, VIOTA	13947	448	viota	cundinamarca	CO25878
CORDOBA	MONITOS	COLOMBIA, CORDOBA, MONITOS	13818	450	monitos	cordoba	CO23500
CUNDINAMARCA	UTICA	COLOMBIA, CUNDINAMARCA, UTICA	13940	451	utica	cundinamarca	CO25851
CORDOBA	MOMIL	COLOMBIA, CORDOBA, MOMIL	13817	452	momil	cordoba	CO23464
META	LA URIBE	COLOMBIA, META, LA URIBE	14044	453	la uribe	meta	CO50370
BOYACA	SOGAMOSO	COLOMBIA, BOYACA, SOGAMOSO	13631	455	sogamoso	boyaca	CO15759
BOYACA	DUITAMA	COLOMBIA, BOYACA, DUITAMA	13566	456	duitama	boyaca	CO15238
SANTANDER	AGUADA	COLOMBIA, SANTANDER, AGUADA	14206	457	aguada	santander	CO68013
CASANARE	PORE	COLOMBIA, CASANARE, PORE	13709	458	pore	casanare	CO85263
CHOCO	BAHIA SOLANO (MUTIS)	COLOMBIA, CHOCO, BAHIA SOLANO (MUTIS)	13786	459	bahia solano (mutis)	choco	CO27075
NORTE SANTANDER	DURANIA	COLOMBIA, NORTE SANTANDER, DURANIA	14136	460	durania	norte santander	CO54239
CUNDINAMARCA	GUAYABETAL	COLOMBIA, CUNDINAMARCA, GUAYABETAL	13878	461	guayabetal	cundinamarca	CO25335
SANTANDER	SAN JOSE DE MIRANDA	COLOMBIA, SANTANDER, SAN JOSE DE MIRANDA	14277	462	san jose de miranda	santander	CO68684
SANTANDER	VALLE DE SAN JOSE	COLOMBIA, SANTANDER, VALLE DE SAN JOSE	14288	463	valle de san jose	santander	CO68855
BOLIVAR	RIO VIEJO	COLOMBIA, BOLIVAR, RIO VIEJO	13518	464	rio viejo	bolivar	CO13600
SANTANDER	PUERTO WILCHES	COLOMBIA, SANTANDER, PUERTO WILCHES	14270	465	puerto wilches	santander	CO68575
VALLE	VIJES	COLOMBIA, VALLE, VIJES	14404	466	vijes	valle	CO76869
VICHADA	SANTA ROSALIA	COLOMBIA, VICHADA, SANTA ROSALIA	14419	467	santa rosalia	vichada	CO99624
META	LEJANIAS	COLOMBIA, META, LEJANIAS	14045	468	lejanias	meta	CO50400
NORTE SANTANDER	SILOS	COLOMBIA, NORTE SANTANDER, SILOS	14159	469	silos	norte santander	CO54743
ANTIOQUIA	SAN JUAN DE URABA	COLOMBIA, ANTIOQUIA, SAN JUAN DE URABA	13434	470	san juan de uraba	antioquia	CO05659
BOLIVAR	ACHI	COLOMBIA, BOLIVAR, ACHI	13497	471	achi	bolivar	CO13006
BOYACA	NUEVO COLON	COLOMBIA, BOYACA, NUEVO COLON	13594	472	nuevo colon	boyaca	CO15494
CAUCA	PIAMONTE	COLOMBIA, CAUCA, PIAMONTE	13750	473	piamonte	cauca	CO19533
CESAR	EL PASO	COLOMBIA, CESAR, EL PASO	13768	474	el paso	cesar	CO20250
CORDOBA	SAN CARLOS	COLOMBIA, CORDOBA, SAN CARLOS	13832	475	san carlos	cordoba	CO23678
CUNDINAMARCA	LA PALMA	COLOMBIA, CUNDINAMARCA, LA PALMA	13884	476	la palma	cundinamarca	CO25394
BOYACA	SANTANA	COLOMBIA, BOYACA, SANTANA	13624	477	santana	boyaca	CO15686
AMAZONAS	EL ENCANTO	COLOMBIA, AMAZONAS, EL ENCANTO	13333	479	el encanto	amazonas	CO91263
ANTIOQUIA	BELLO	COLOMBIA, ANTIOQUIA, BELLO	13357	480	bello	antioquia	CO05088
BOYACA	SAN JOSE DE PARE	COLOMBIA, BOYACA, SAN JOSE DE PARE	13616	481	san jose de pare	boyaca	CO15664
VALLE	TORO	COLOMBIA, VALLE, TORO	14399	482	toro	valle	CO76823
CORDOBA	MONTELIBANO	COLOMBIA, CORDOBA, MONTELIBANO	13819	483	montelibano	cordoba	CO23466
CAUCA	POPAYAN	COLOMBIA, CAUCA, POPAYAN	13745	484	popayan	cauca	CO19001
BOYACA	SAN LUIS DE GACENO	COLOMBIA, BOYACA, SAN LUIS DE GACENO	13617	485	san luis de gaceno	boyaca	CO15667
ATLANTICO	MANATI	COLOMBIA, ATLANTICO, MANATI	13482	486	manati	atlantico	CO08436
CESAR	CHIMICHAGUA	COLOMBIA, CESAR, CHIMICHAGUA	13764	487	chimichagua	cesar	CO20175
CASANARE	SACAMA	COLOMBIA, CASANARE, SACAMA	13712	488	sacama	casanare	CO85315
CORDOBA	AYAPEL	COLOMBIA, CORDOBA, AYAPEL	13808	489	ayapel	cordoba	CO23068
CUNDINAMARCA	FUNZA	COLOMBIA, CUNDINAMARCA, FUNZA	13864	490	funza	cundinamarca	CO25286
CUNDINAMARCA	PULI	COLOMBIA, CUNDINAMARCA, PULI	13904	491	puli	cundinamarca	CO25580
GUAINIA	PUERTO COLOMBIA	COLOMBIA, GUAINIA, PUERTO COLOMBIA	13956	492	puerto colombia	guainia	CO94884
CUNDINAMARCA	GRANADA	COLOMBIA, CUNDINAMARCA, GRANADA	13920	493	granada	cundinamarca	CO25312
MAGDALENA	PUEBLOVIEJO	COLOMBIA, MAGDALENA, PUEBLOVIEJO	14022	494	puebloviejo	magdalena	CO47570
RISARALDA	GUATICA	COLOMBIA, RISARALDA, GUATICA	14193	495	guatica	risaralda	CO66318
VALLE	GINEBRA	COLOMBIA, VALLE, GINEBRA	14384	496	ginebra	valle	CO76306
CESAR	MANAURE BALCON DEL CESAR	COLOMBIA, CESAR, MANAURE BALCON DEL CESAR	13774	497	manaure balcon del cesar	cesar	CO20443
CHOCO	UNION PANAMERICANA	COLOMBIA, CHOCO, UNION PANAMERICANA	13791	498	union panamericana	choco	CO27810
SANTANDER	GUAPOTA	COLOMBIA, SANTANDER, GUAPOTA	14244	499	guapota	santander	CO68322
CUNDINAMARCA	SILVANIA	COLOMBIA, CUNDINAMARCA, SILVANIA	13918	500	silvania	cundinamarca	CO25743
MAGDALENA	PEDRAZA	COLOMBIA, MAGDALENA, PEDRAZA	14019	501	pedraza	magdalena	CO47541
CALDAS	AGUADAS	COLOMBIA, CALDAS, AGUADAS	13660	502	aguadas	caldas	CO17013
ATLANTICO	PIOJO	COLOMBIA, ATLANTICO, PIOJO	13484	503	piojo	atlantico	CO08549
BOYACA	PAEZ	COLOMBIA, BOYACA, PAEZ	13598	504	paez	boyaca	CO15514
SUCRE	LA UNION	COLOMBIA, SUCRE, LA UNION	14300	505	la union	sucre	CO70400
CAUCA	PADILLA	COLOMBIA, CAUCA, PADILLA	13741	506	padilla	cauca	CO19513
ANTIOQUIA	RIONEGRO	COLOMBIA, ANTIOQUIA, RIONEGRO	13425	507	rionegro	antioquia	CO05615
BOLIVAR	HATILLO DE LOBA	COLOMBIA, BOLIVAR, HATILLO DE LOBA	13509	508	hatillo de loba	bolivar	CO13300
CORDOBA	VALENCIA	COLOMBIA, CORDOBA, VALENCIA	13835	509	valencia	cordoba	CO23855
MAGDALENA	ALGARROBO	COLOMBIA, MAGDALENA, ALGARROBO	14017	510	algarrobo	magdalena	CO47030
GUAJIRA	LA JAGUA DEL PILAR	COLOMBIA, GUAJIRA, LA JAGUA DEL PILAR	13967	511	la jagua del pilar	guajira	CO44420
GUAJIRA	URIBIA	COLOMBIA, GUAJIRA, URIBIA	13966	512	uribia	guajira	CO44847
BOLIVAR	MONTECRISTO	COLOMBIA, BOLIVAR, MONTECRISTO	13515	515	montecristo	bolivar	CO13458
BOYACA	TUNJA	COLOMBIA, BOYACA, TUNJA	13649	516	tunja	boyaca	CO15001
SANTANDER	SANTA HELENA DEL OPON	COLOMBIA, SANTANDER, SANTA HELENA DEL OPON	14281	517	santa helena del opon	santander	CO68720
CAUCA	MORALES	COLOMBIA, CAUCA, MORALES	13740	518	morales	cauca	CO19473
MAGDALENA	FUNDACION	COLOMBIA, MAGDALENA, FUNDACION	14017	519	fundacion	magdalena	CO47288
MAGDALENA	GUAMAL	COLOMBIA, MAGDALENA, GUAMAL	14018	520	guamal	magdalena	CO47318
META	LA MACARENA	COLOMBIA, META, LA MACARENA	14043	521	la macarena	meta	CO50350
BOLIVAR	SOPLAVIENTO	COLOMBIA, BOLIVAR, SOPLAVIENTO	13529	522	soplaviento	bolivar	CO13760
CESAR	ASTREA	COLOMBIA, CESAR, ASTREA	13761	523	astrea	cesar	CO20032
BOLIVAR	EL GUAMO	COLOMBIA, BOLIVAR, EL GUAMO	13508	524	el guamo	bolivar	CO13248
SANTANDER	CERRITO	COLOMBIA, SANTANDER, CERRITO	14220	525	cerrito	santander	CO68162
RISARALDA	APIA	COLOMBIA, RISARALDA, APIA	14189	526	apia	risaralda	CO66045
SANTANDER	GUEPSA	COLOMBIA, SANTANDER, GUEPSA	14246	527	guepsa	santander	CO68327
VALLE	ALCALA	COLOMBIA, VALLE, ALCALA	14364	528	alcala	valle	CO76020
SUCRE	EL ROBLE	COLOMBIA, SUCRE, EL ROBLE	14297	529	el roble	sucre	CO70233
GUAINIA	BARRANCO MINAS	COLOMBIA, GUAINIA, BARRANCO MINAS	13951	530	barranco minas	guainia	CO94343
SANTANDER	TONA	COLOMBIA, SANTANDER, TONA	14287	531	tona	santander	CO68820
GUAJIRA	DISTRACCION	COLOMBIA, GUAJIRA, DISTRACCION	13960	532	distraccion	guajira	CO44098
CUNDINAMARCA	RICAURTE	COLOMBIA, CUNDINAMARCA, RICAURTE	13908	533	ricaurte	cundinamarca	CO25612
GUAJIRA	HATONUEVO	COLOMBIA, GUAJIRA, HATONUEVO	13961	534	hatonuevo	guajira	CO44378
CORDOBA	COTORRA	COLOMBIA, CORDOBA, COTORRA	13815	535	cotorra	cordoba	CO23300
CUNDINAMARCA	FACATATIVA	COLOMBIA, CUNDINAMARCA, FACATATIVA	13861	536	facatativa	cundinamarca	CO25269
SANTANDER	ONZAGA	COLOMBIA, SANTANDER, ONZAGA	14262	537	onzaga	santander	CO68502
BOLIVAR	SAN ESTANISLAO	COLOMBIA, BOLIVAR, SAN ESTANISLAO	13519	538	san estanislao	bolivar	CO13647
BOLIVAR	SAN FERNANDO	COLOMBIA, BOLIVAR, SAN FERNANDO	13520	539	san fernando	bolivar	CO13650
BOLIVAR	SAN JUAN NEPOMUCENO	COLOMBIA, BOLIVAR, SAN JUAN NEPOMUCENO	13522	540	san juan nepomuceno	bolivar	CO13657
VALLE	TULUA	COLOMBIA, VALLE, TULUA	14401	541	tulua	valle	CO76834
NARINO	ANCUYA	COLOMBIA, NARINO, ANCUYA	14062	542	ancuya	narino	CO52036
CAUCA	MERCADERES	COLOMBIA, CAUCA, MERCADERES	13738	543	mercaderes	cauca	CO19450
CUNDINAMARCA	NIMAIMA	COLOMBIA, CUNDINAMARCA, NIMAIMA	13896	545	nimaima	cundinamarca	CO25489
CUNDINAMARCA	TOCAIMA	COLOMBIA, CUNDINAMARCA, TOCAIMA	13933	546	tocaima	cundinamarca	CO25815
SANTANDER	COROMORO	COLOMBIA, SANTANDER, COROMORO	14229	547	coromoro	santander	CO68217
SANTANDER	CEPITA	COLOMBIA, SANTANDER, CEPITA	14219	548	cepita	santander	CO68160
ANTIOQUIA	ENVIGADO	COLOMBIA, ANTIOQUIA, ENVIGADO	13386	549	envigado	antioquia	CO05266
ANTIOQUIA	TAMESIS	COLOMBIA, ANTIOQUIA, TAMESIS	13448	550	tamesis	antioquia	CO05789
META	SAN JUAN DE ARAMA	COLOMBIA, META, SAN JUAN DE ARAMA	14055	551	san juan de arama	meta	CO50683
VALLE	FLORIDA	COLOMBIA, VALLE, FLORIDA	14383	552	florida	valle	CO76275
GUAINIA	SAN FELIPE	COLOMBIA, GUAINIA, SAN FELIPE	13957	553	san felipe	guainia	CO94883
BOLIVAR	BARRANCO DE LOBA	COLOMBIA, BOLIVAR, BARRANCO DE LOBA	13500	554	barranco de loba	bolivar	CO13074
CAUCA	SAN SEBASTIAN	COLOMBIA, CAUCA, SAN SEBASTIAN	13749	555	san sebastian	cauca	CO19693
CUNDINAMARCA	CACHIPAY	COLOMBIA, CUNDINAMARCA, CACHIPAY	13846	556	cachipay	cundinamarca	CO25123
MAGDALENA	SANTA BARBARA DE PINTO	COLOMBIA, MAGDALENA, SANTA BARBARA DE PINTO	14027	557	santa barbara de pinto	magdalena	CO47720
META	EL DORADO	COLOMBIA, META, EL DORADO	14039	558	el dorado	meta	CO50270
SANTANDER	GAMBITA	COLOMBIA, SANTANDER, GAMBITA	14240	559	gambita	santander	CO68298
SUCRE	MAJAGUAL	COLOMBIA, SUCRE, MAJAGUAL	14302	560	majagual	sucre	CO70429
NORTE SANTANDER	LABATECA	COLOMBIA, NORTE SANTANDER, LABATECA	14145	562	labateca	norte santander	CO54377
TOLIMA	CASABIANCA	COLOMBIA, TOLIMA, CASABIANCA	14326	563	casabianca	tolima	CO73152
ANTIOQUIA	TOLEDO	COLOMBIA, ANTIOQUIA, TOLEDO	13452	564	toledo	antioquia	CO05819
NARINO	LA TOLA	COLOMBIA, NARINO, LA TOLA	14091	565	la tola	narino	CO52390
ATLANTICO	PONEDERA	COLOMBIA, ATLANTICO, PONEDERA	13486	566	ponedera	atlantico	CO08560
MAGDALENA	CHIVOLO	COLOMBIA, MAGDALENA, CHIVOLO	14013	567	chivolo	magdalena	CO47170
CORDOBA	SAN ANTERO	COLOMBIA, CORDOBA, SAN ANTERO	13829	568	san antero	cordoba	CO23672
BOLIVAR	MOMPOS	COLOMBIA, BOLIVAR, MOMPOS	13514	569	mompos	bolivar	CO13468
ANTIOQUIA	ARMENIA	COLOMBIA, ANTIOQUIA, ARMENIA	13355	570	armenia	antioquia	CO05059
TOLIMA	PIEDRAS	COLOMBIA, TOLIMA, PIEDRAS	14348	571	piedras	tolima	CO73547
VICHADA	LA PRIMAVERA	COLOMBIA, VICHADA, LA PRIMAVERA	14415	572	la primavera	vichada	CO99524
NARINO	FRANCISCO PIZARRO (SALAHONDA)	COLOMBIA, NARINO, FRANCISCO PIZARRO (SALAHONDA)	14080	574	francisco pizarro (salahonda)	narino	CO52520
SANTANDER	SAN BENITO	COLOMBIA, SANTANDER, SAN BENITO	14274	575	san benito	santander	CO68673
CAUCA	CALDONO	COLOMBIA, CAUCA, CALDONO	13725	576	caldono	cauca	CO19137
TOLIMA	DOLORES	COLOMBIA, TOLIMA, DOLORES	14331	577	dolores	tolima	CO73236
CHOCO	SAN JOSE DEL PALMAR	COLOMBIA, CHOCO, SAN JOSE DEL PALMAR	13804	578	san jose del palmar	choco	CO27660
CHOCO	SIPI	COLOMBIA, CHOCO, SIPI	13805	579	sipi	choco	CO27745
NORTE SANTANDER	CHITAGA	COLOMBIA, NORTE SANTANDER, CHITAGA	14132	580	chitaga	norte santander	CO54174
NARINO	ROBERTO PAYAN (SAN JOSE)	COLOMBIA, NARINO, ROBERTO PAYAN (SAN JOSE)	14109	581	roberto payan (san jose)	narino	CO52621
NARINO	EL CHARCO	COLOMBIA, NARINO, EL CHARCO	14075	582	el charco	narino	CO52250
BOYACA	PAYA	COLOMBIA, BOYACA, PAYA	13603	583	paya	boyaca	CO15533
VALLE	ANSERMANUEVO	COLOMBIA, VALLE, ANSERMANUEVO	14366	584	ansermanuevo	valle	CO76041
BOLIVAR	TURBANA	COLOMBIA, BOLIVAR, TURBANA	13533	585	turbana	bolivar	CO13838
SANTANDER	CONTRATACION	COLOMBIA, SANTANDER, CONTRATACION	14228	586	contratacion	santander	CO68211
CUNDINAMARCA	TENA	COLOMBIA, CUNDINAMARCA, TENA	13929	587	tena	cundinamarca	CO25797
CHOCO	ITSMINA	COLOMBIA, CHOCO, ITSMINA	13794	588	itsmina	choco	CO27361
HUILA	OPORAPA	COLOMBIA, HUILA, OPORAPA	13992	589	oporapa	huila	CO41503
SANTANDER	SAN JOAQUIN	COLOMBIA, SANTANDER, SAN JOAQUIN	14276	590	san joaquin	santander	CO68682
HUILA	PALESTINA	COLOMBIA, HUILA, PALESTINA	13995	593	palestina	huila	CO41530
SANTANDER	EL PENON	COLOMBIA, SANTANDER, EL PENON	14233	594	el penon	santander	CO68250
BOLIVAR	SAN PABLO	COLOMBIA, BOLIVAR, SAN PABLO	13524	595	san pablo	bolivar	CO13670
VAUPES	MITU	COLOMBIA, VAUPES, MITU	14409	596	mitu	vaupes	CO97001
NORTE SANTANDER	CACHIRA	COLOMBIA, NORTE SANTANDER, CACHIRA	14129	597	cachira	norte santander	CO54128
NORTE SANTANDER	LA PLAYA	COLOMBIA, NORTE SANTANDER, LA PLAYA	14144	598	la playa	norte santander	CO54398
NORTE SANTANDER	PAMPLONITA	COLOMBIA, NORTE SANTANDER, PAMPLONITA	14151	599	pamplonita	norte santander	CO54520
CESAR	RIO DE ORO	COLOMBIA, CESAR, RIO DE ORO	13777	600	rio de oro	cesar	CO20614
SANTANDER	LA BELLEZA	COLOMBIA, SANTANDER, LA BELLEZA	14250	601	la belleza	santander	CO68377
SUCRE	CHALAN	COLOMBIA, SUCRE, CHALAN	14295	602	chalan	sucre	CO70230
ANTIOQUIA	CAREPA	COLOMBIA, ANTIOQUIA, CAREPA	13371	603	carepa	antioquia	CO05147
ANTIOQUIA	VALPARAISO	COLOMBIA, ANTIOQUIA, VALPARAISO	13458	604	valparaiso	antioquia	CO05856
VALLE	YOTOCO	COLOMBIA, VALLE, YOTOCO	14405	605	yotoco	valle	CO76890
ANTIOQUIA	SONSON	COLOMBIA, ANTIOQUIA, SONSON	13446	606	sonson	antioquia	CO05756
TOLIMA	CAJAMARCA	COLOMBIA, TOLIMA, CAJAMARCA	14324	607	cajamarca	tolima	CO73124
ANTIOQUIA	SAN RAFAEL	COLOMBIA, ANTIOQUIA, SAN RAFAEL	13438	608	san rafael	antioquia	CO05667
BOLIVAR	MARGARITA	COLOMBIA, BOLIVAR, MARGARITA	13512	609	margarita	bolivar	CO13440
BOLIVAR	TALAIGUA NUEVO	COLOMBIA, BOLIVAR, TALAIGUA NUEVO	13530	610	talaigua nuevo	bolivar	CO13780
NARINO	LEIVA	COLOMBIA, NARINO, LEIVA	14093	611	leiva	narino	CO52405
SANTANDER	SAN MIGUEL	COLOMBIA, SANTANDER, SAN MIGUEL	14278	612	san miguel	santander	CO68686
TOLIMA	CUNDAY	COLOMBIA, TOLIMA, CUNDAY	14330	613	cunday	tolima	CO73226
SANTANDER	VETAS	COLOMBIA, SANTANDER, VETAS	14290	614	vetas	santander	CO68867
NORTE SANTANDER	LOURDES	COLOMBIA, NORTE SANTANDER, LOURDES	14147	615	lourdes	norte santander	CO54418
ANTIOQUIA	REMEDIOS	COLOMBIA, ANTIOQUIA, REMEDIOS	13423	616	remedios	antioquia	CO05604
ANTIOQUIA	YOLOMBO	COLOMBIA, ANTIOQUIA, YOLOMBO	13464	617	yolombo	antioquia	CO05890
ANTIOQUIA	EL BAGRE	COLOMBIA, ANTIOQUIA, EL BAGRE	13384	618	el bagre	antioquia	CO05250
SANTANDER	LA PAZ	COLOMBIA, SANTANDER, LA PAZ	14251	619	la paz	santander	CO68397
CUNDINAMARCA	ZIPAQUIRA	COLOMBIA, CUNDINAMARCA, ZIPAQUIRA	13950	620	zipaquira	cundinamarca	CO25899
BOYACA	CHIQUINQUIRA	COLOMBIA, BOYACA, CHIQUINQUIRA	13551	621	chiquinquira	boyaca	CO15176
ANTIOQUIA	DABEIBA	COLOMBIA, ANTIOQUIA, DABEIBA	13381	622	dabeiba	antioquia	CO05234
ANTIOQUIA	HELICONIA	COLOMBIA, ANTIOQUIA, HELICONIA	13396	623	heliconia	antioquia	CO05347
META	MAPIRIPAN	COLOMBIA, META, MAPIRIPAN	14046	624	mapiripan	meta	CO50325
NARINO	LA UNION	COLOMBIA, NARINO, LA UNION	14092	625	la union	narino	CO52399
ANTIOQUIA	NECOCLI	COLOMBIA, ANTIOQUIA, NECOCLI	13414	626	necocli	antioquia	CO05490
CHOCO	UNGUIA	COLOMBIA, CHOCO, UNGUIA	13807	627	unguia	choco	CO27800
CORDOBA	SAN BERNARDO DEL VIENTO	COLOMBIA, CORDOBA, SAN BERNARDO DEL VIENTO	13830	628	san bernardo del viento	cordoba	CO23675
TOLIMA	VENADILLO	COLOMBIA, TOLIMA, VENADILLO	14361	629	venadillo	tolima	CO73861
VALLE	BUGALAGRANDE	COLOMBIA, VALLE, BUGALAGRANDE	14372	630	bugalagrande	valle	CO76113
VALLE	JAMUNDI	COLOMBIA, VALLE, JAMUNDI	14386	631	jamundi	valle	CO76364
